,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salario
2530,persona_2530,20,M,Cajica,0,0,2,2151
2531,persona_2531,51,M,Cajica,1,0,2,1289
2532,persona_2532,52,M,Tenjo,2,1,2,1926
2533,persona_2533,60,F,Chía,1,3,1,1500
2534,persona_2534,64,F,Zipa,2,0,0,4464
2535,persona_2535,25,M,Cajica,0,5,1,4440
2536,persona_2536,29,F,Cajica,0,4,0,1638
2537,persona_2537,70,M,Zipa,3,4,2,5012
2538,persona_2538,37,M,Zipa,0,4,2,2883
2539,persona_2539,32,M,Bogotá,2,0,1,5219
2540,persona_2540,37,M,Chía,0,1,0,3160
2541,persona_2541,23,M,Bogotá,0,2,1,2359
2542,persona_2542,29,M,Tenjo,2,3,2,1642
2543,persona_2543,34,M,Cajica,2,0,2,6074
2544,persona_2544,42,M,Cajica,3,0,0,6266
2545,persona_2545,38,M,Bogotá,1,4,2,1875
2546,persona_2546,55,F,Bogotá,3,4,0,5579
2547,persona_2547,52,M,Tenjo,3,3,1,4759
2548,persona_2548,41,M,Bogotá,1,1,0,5952
2549,persona_2549,63,F,Tenjo,2,3,0,6940
2550,persona_2550,22,M,Bogotá,1,3,0,1537
2551,persona_2551,40,M,Bogotá,1,2,0,5143
2552,persona_2552,58,M,Chía,1,3,2,5187
2553,persona_2553,36,F,Zipa,2,4,0,5609
2554,persona_2554,30,F,Chía,3,4,1,5864
2555,persona_2555,37,M,Zipa,3,0,0,930
2556,persona_2556,59,M,Chía,3,5,2,4852
2557,persona_2557,43,M,Cajica,1,0,2,4728
2558,persona_2558,68,M,Bogotá,0,5,1,949
2559,persona_2559,69,M,Chía,1,1,2,5720
2560,persona_2560,48,F,Cajica,3,1,1,1086
2561,persona_2561,56,F,Tenjo,3,0,0,6986
2562,persona_2562,50,M,Chía,3,3,1,1187
2563,persona_2563,31,M,Zipa,1,1,2,3346
2564,persona_2564,60,F,Cajica,2,3,2,2317
2565,persona_2565,29,M,Bogotá,3,5,1,4562
2566,persona_2566,26,F,Chía,0,3,1,1319
2567,persona_2567,50,F,Tenjo,2,1,2,1607
2568,persona_2568,24,F,Zipa,1,3,0,6255
2569,persona_2569,55,M,Zipa,2,3,0,3108
2570,persona_2570,67,M,Cajica,0,3,2,6448
2571,persona_2571,25,M,Tenjo,2,1,1,1958
2572,persona_2572,24,M,Chía,0,3,0,2777
2573,persona_2573,56,F,Zipa,0,5,1,1361
2574,persona_2574,30,M,Chía,2,5,2,1147
2575,persona_2575,43,F,Tenjo,0,5,0,2731
2576,persona_2576,61,M,Bogotá,0,3,2,2249
2577,persona_2577,27,F,Tenjo,1,3,1,6409
2578,persona_2578,25,M,Zipa,0,2,1,1346
2579,persona_2579,69,M,Bogotá,1,1,0,2454
2580,persona_2580,64,F,Bogotá,2,5,2,2238
2581,persona_2581,69,F,Zipa,3,0,1,3254
2582,persona_2582,54,M,Zipa,2,3,0,6194
2583,persona_2583,58,M,Cajica,1,0,0,1816
2584,persona_2584,50,M,Tenjo,1,4,2,3996
2585,persona_2585,51,M,Tenjo,1,2,0,1660
2586,persona_2586,34,F,Zipa,1,5,2,1889
2587,persona_2587,43,M,Chía,0,5,2,6827
2588,persona_2588,53,M,Cajica,2,0,2,3442
2589,persona_2589,55,F,Zipa,3,1,2,2860
2590,persona_2590,55,M,Chía,0,0,0,2959
2591,persona_2591,36,F,Chía,3,0,1,5050
2592,persona_2592,22,M,Cajica,0,5,1,1996
2593,persona_2593,58,M,Bogotá,3,2,1,3689
2594,persona_2594,20,F,Cajica,0,2,2,2089
2595,persona_2595,51,F,Zipa,0,0,1,3763
2596,persona_2596,29,M,Cajica,3,2,1,6384
2597,persona_2597,43,F,Zipa,2,3,1,3834
2598,persona_2598,68,M,Cajica,2,4,2,2730
2599,persona_2599,66,M,Cajica,3,5,2,1526
2600,persona_2600,67,M,Tenjo,3,4,0,1616
2601,persona_2601,67,F,Zipa,1,5,1,4252
2602,persona_2602,30,F,Zipa,1,5,2,3161
2603,persona_2603,55,F,Zipa,3,0,0,5389
2604,persona_2604,63,F,Cajica,2,0,2,6533
2605,persona_2605,64,M,Cajica,1,0,0,4917
2606,persona_2606,64,F,Bogotá,2,3,0,1604
2607,persona_2607,48,F,Cajica,0,1,1,2575
2608,persona_2608,26,M,Tenjo,0,3,2,6740
2609,persona_2609,67,F,Tenjo,1,3,1,2144
2610,persona_2610,61,F,Chía,3,0,2,6788
2611,persona_2611,41,M,Tenjo,0,2,0,3147
2612,persona_2612,20,M,Chía,1,1,0,5675
2613,persona_2613,58,M,Cajica,1,4,0,5759
2614,persona_2614,37,M,Bogotá,3,2,1,3732
2615,persona_2615,38,F,Cajica,0,1,1,6822
2616,persona_2616,49,M,Zipa,0,2,2,5916
2617,persona_2617,27,F,Zipa,2,3,1,6206
2618,persona_2618,25,M,Tenjo,2,5,1,6892
2619,persona_2619,56,M,Bogotá,0,0,0,5639
2620,persona_2620,41,M,Chía,2,0,1,2511
2621,persona_2621,62,F,Bogotá,1,1,1,4033
2622,persona_2622,29,M,Tenjo,3,3,1,6188
2623,persona_2623,31,F,Bogotá,0,3,0,1059
2624,persona_2624,27,F,Tenjo,1,1,1,2533
2625,persona_2625,44,M,Chía,0,0,1,935
2626,persona_2626,30,F,Tenjo,1,4,1,4887
2627,persona_2627,60,F,Cajica,2,4,2,2506
2628,persona_2628,24,F,Tenjo,3,5,0,2478
2629,persona_2629,65,M,Chía,3,3,2,959
2630,persona_2630,62,F,Cajica,2,4,0,6441
2631,persona_2631,70,F,Tenjo,0,0,2,5139
2632,persona_2632,55,F,Zipa,2,2,1,3266
2633,persona_2633,38,M,Zipa,3,2,1,5544
2634,persona_2634,61,F,Cajica,0,5,0,2332
2635,persona_2635,44,M,Cajica,2,3,1,3027
2636,persona_2636,37,M,Zipa,2,2,0,5231
2637,persona_2637,46,F,Zipa,1,1,0,6166
2638,persona_2638,58,M,Chía,1,1,2,5863
2639,persona_2639,34,F,Zipa,2,4,2,4291
2640,persona_2640,60,F,Cajica,0,1,0,6248
2641,persona_2641,55,F,Zipa,1,1,2,4936
2642,persona_2642,41,M,Tenjo,3,5,0,5100
2643,persona_2643,40,M,Chía,2,4,2,3503
2644,persona_2644,36,F,Chía,1,2,2,6401
2645,persona_2645,41,M,Chía,2,3,1,992
2646,persona_2646,60,M,Zipa,1,5,0,4340
2647,persona_2647,57,M,Cajica,3,3,1,4418
2648,persona_2648,40,M,Tenjo,0,1,1,3055
2649,persona_2649,28,F,Zipa,1,2,2,3627
2650,persona_2650,37,M,Cajica,2,2,1,1731
2651,persona_2651,41,F,Zipa,3,5,0,4104
2652,persona_2652,54,M,Zipa,1,4,1,5654
2653,persona_2653,38,M,Tenjo,2,5,1,4080
2654,persona_2654,41,M,Tenjo,1,0,2,5821
2655,persona_2655,26,F,Cajica,0,1,1,1833
2656,persona_2656,36,F,Tenjo,0,3,0,1529
2657,persona_2657,54,M,Zipa,3,1,0,4984
2658,persona_2658,43,M,Tenjo,0,2,1,1255
2659,persona_2659,39,M,Chía,0,3,1,5364
2660,persona_2660,25,M,Tenjo,0,2,1,3870
2661,persona_2661,32,F,Zipa,0,3,2,4480
2662,persona_2662,48,M,Tenjo,0,4,1,2223
2663,persona_2663,31,F,Cajica,0,1,0,3098
2664,persona_2664,38,M,Bogotá,2,0,0,5389
2665,persona_2665,60,M,Chía,2,1,2,2464
2666,persona_2666,27,F,Cajica,3,5,2,5418
2667,persona_2667,61,M,Tenjo,1,0,1,4498
2668,persona_2668,45,M,Cajica,3,4,2,1765
2669,persona_2669,42,F,Bogotá,1,0,0,2606
2670,persona_2670,46,F,Zipa,3,4,0,5866
2671,persona_2671,38,M,Cajica,2,2,2,5130
2672,persona_2672,43,F,Chía,0,2,1,4330
2673,persona_2673,32,F,Chía,1,4,1,5592
2674,persona_2674,67,F,Zipa,0,2,2,4446
2675,persona_2675,27,F,Chía,1,2,2,2090
2676,persona_2676,26,M,Cajica,2,5,0,5122
2677,persona_2677,30,M,Bogotá,1,1,2,4496
2678,persona_2678,68,F,Cajica,0,0,0,4636
2679,persona_2679,42,F,Tenjo,1,2,1,5274
2680,persona_2680,64,F,Zipa,2,1,0,6965
2681,persona_2681,52,F,Tenjo,2,5,1,6784
2682,persona_2682,41,M,Bogotá,3,4,2,5127
2683,persona_2683,20,M,Zipa,2,3,1,2687
2684,persona_2684,32,F,Bogotá,3,2,2,5040
2685,persona_2685,68,F,Bogotá,3,5,1,4050
2686,persona_2686,25,F,Cajica,0,2,1,4375
2687,persona_2687,55,F,Bogotá,0,0,0,6154
2688,persona_2688,22,M,Tenjo,2,4,2,2021
2689,persona_2689,68,M,Chía,0,2,1,6289
2690,persona_2690,34,F,Chía,3,1,2,2180
2691,persona_2691,51,F,Chía,3,2,1,4290
2692,persona_2692,29,M,Cajica,0,1,2,6216
2693,persona_2693,41,M,Zipa,2,2,1,4212
2694,persona_2694,21,F,Tenjo,2,5,2,4992
2695,persona_2695,47,F,Cajica,2,5,1,1821
2696,persona_2696,40,M,Bogotá,0,0,0,4229
2697,persona_2697,59,F,Chía,2,2,0,6586
2698,persona_2698,35,M,Chía,2,1,2,2598
2699,persona_2699,20,F,Chía,3,1,2,1362
2700,persona_2700,69,M,Cajica,2,1,0,4078
2701,persona_2701,56,M,Bogotá,2,5,2,5925
2702,persona_2702,27,F,Chía,3,1,0,5505
2703,persona_2703,50,F,Cajica,2,4,0,3726
2704,persona_2704,65,M,Tenjo,1,0,2,3809
2705,persona_2705,64,F,Tenjo,3,3,0,2781
2706,persona_2706,26,M,Tenjo,0,5,0,6295
2707,persona_2707,55,M,Chía,2,3,0,4959
2708,persona_2708,35,F,Zipa,1,1,2,1686
2709,persona_2709,61,M,Zipa,2,2,1,5991
2710,persona_2710,68,M,Tenjo,0,2,1,1771
2711,persona_2711,48,M,Chía,2,2,0,2558
2712,persona_2712,29,F,Cajica,3,3,1,6858
2713,persona_2713,64,M,Tenjo,2,5,1,2998
2714,persona_2714,56,M,Tenjo,1,2,2,5605
2715,persona_2715,22,M,Cajica,0,5,0,4695
2716,persona_2716,23,F,Zipa,2,4,2,1629
2717,persona_2717,68,F,Tenjo,2,4,0,3314
2718,persona_2718,67,F,Chía,3,0,1,3898
2719,persona_2719,38,F,Bogotá,1,5,1,4843
2720,persona_2720,68,F,Chía,1,0,0,5878
2721,persona_2721,58,F,Tenjo,0,1,1,1100
2722,persona_2722,51,F,Cajica,0,5,2,916
2723,persona_2723,62,M,Zipa,3,1,1,3028
2724,persona_2724,48,F,Bogotá,1,1,2,5516
2725,persona_2725,53,M,Cajica,1,1,0,1683
2726,persona_2726,46,M,Bogotá,3,5,1,1532
2727,persona_2727,64,M,Cajica,2,5,0,5930
2728,persona_2728,46,F,Bogotá,0,2,1,2208
2729,persona_2729,28,F,Cajica,2,2,0,5826
2730,persona_2730,40,F,Zipa,2,5,2,6616
2731,persona_2731,64,M,Zipa,0,4,2,6617
2732,persona_2732,40,M,Bogotá,0,3,0,4650
2733,persona_2733,40,F,Zipa,1,1,0,3092
2734,persona_2734,29,F,Chía,0,0,1,6263
2735,persona_2735,55,M,Chía,2,1,0,2116
2736,persona_2736,21,F,Bogotá,3,0,2,5831
2737,persona_2737,62,F,Chía,2,2,1,3689
2738,persona_2738,29,M,Cajica,2,5,2,3864
2739,persona_2739,24,M,Tenjo,2,1,0,3773
2740,persona_2740,39,F,Cajica,3,3,0,4282
2741,persona_2741,38,M,Tenjo,1,0,2,5516
2742,persona_2742,31,M,Cajica,3,5,2,927
2743,persona_2743,32,F,Bogotá,3,3,0,3263
2744,persona_2744,38,F,Chía,2,2,0,3545
2745,persona_2745,31,M,Bogotá,3,0,0,5402
2746,persona_2746,34,F,Chía,1,0,2,2154
2747,persona_2747,43,F,Chía,3,1,1,4016
2748,persona_2748,68,M,Cajica,0,5,1,2701
2749,persona_2749,41,M,Zipa,1,3,1,2227
2750,persona_2750,45,M,Cajica,1,5,0,2085
2751,persona_2751,55,F,Zipa,1,2,0,2358
2752,persona_2752,58,F,Chía,2,1,2,2087
2753,persona_2753,25,M,Tenjo,1,1,2,2388
2754,persona_2754,49,M,Chía,1,2,0,4094
2755,persona_2755,51,F,Bogotá,1,4,0,5608
2756,persona_2756,66,M,Zipa,1,0,0,3203
2757,persona_2757,23,M,Zipa,3,3,0,4852
2758,persona_2758,26,M,Tenjo,2,5,2,5654
2759,persona_2759,52,F,Chía,2,0,2,3276
2760,persona_2760,22,F,Cajica,3,5,0,6983
2761,persona_2761,33,M,Zipa,0,5,1,2327
2762,persona_2762,36,M,Tenjo,0,1,2,4412
2763,persona_2763,28,M,Zipa,3,4,0,5539
2764,persona_2764,52,M,Zipa,3,2,1,6651
2765,persona_2765,25,M,Zipa,0,1,2,1579
2766,persona_2766,54,F,Bogotá,2,3,1,6496
2767,persona_2767,48,M,Zipa,1,1,1,6336
2768,persona_2768,28,F,Tenjo,2,5,1,3605
2769,persona_2769,34,F,Bogotá,1,5,0,6266
2770,persona_2770,50,M,Bogotá,3,0,1,4867
2771,persona_2771,69,F,Zipa,0,3,2,6804
2772,persona_2772,29,M,Tenjo,3,2,1,1955
2773,persona_2773,47,M,Zipa,0,4,1,1125
2774,persona_2774,41,M,Bogotá,0,2,0,6694
2775,persona_2775,24,F,Bogotá,2,3,0,5153
2776,persona_2776,25,F,Cajica,3,3,0,1394
2777,persona_2777,40,M,Cajica,3,0,1,1369
2778,persona_2778,26,M,Chía,2,3,1,2650
2779,persona_2779,24,F,Cajica,1,1,0,1913
2780,persona_2780,27,F,Tenjo,0,2,2,3641
2781,persona_2781,24,M,Chía,2,1,1,3155
2782,persona_2782,54,F,Bogotá,1,1,0,3922
2783,persona_2783,39,M,Bogotá,0,5,2,4140
2784,persona_2784,33,M,Cajica,1,0,2,2631
2785,persona_2785,31,M,Chía,2,3,1,1944
2786,persona_2786,54,F,Tenjo,2,1,2,4746
2787,persona_2787,27,M,Cajica,1,3,1,4752
2788,persona_2788,30,F,Chía,2,1,2,3155
2789,persona_2789,60,F,Tenjo,1,5,2,6734
2790,persona_2790,37,M,Zipa,2,0,0,3724
2791,persona_2791,68,M,Tenjo,0,0,2,2953
2792,persona_2792,47,M,Bogotá,0,5,1,1295
2793,persona_2793,26,F,Zipa,2,3,0,3571
2794,persona_2794,26,M,Tenjo,2,1,0,4233
2795,persona_2795,22,M,Bogotá,0,5,1,6920
2796,persona_2796,42,M,Tenjo,2,0,0,6267
2797,persona_2797,20,M,Chía,2,4,2,1596
2798,persona_2798,48,M,Tenjo,3,1,2,5031
2799,persona_2799,24,M,Bogotá,1,0,0,3408
2800,persona_2800,54,M,Chía,0,5,0,6399
2801,persona_2801,42,M,Cajica,0,1,2,5317
2802,persona_2802,65,M,Bogotá,1,5,0,1095
2803,persona_2803,61,F,Bogotá,0,1,0,1843
2804,persona_2804,51,F,Tenjo,2,4,1,1925
2805,persona_2805,22,M,Cajica,2,0,0,6858
2806,persona_2806,29,M,Zipa,3,1,1,3900
2807,persona_2807,22,F,Cajica,2,4,0,4265
2808,persona_2808,61,M,Chía,3,0,2,1707
2809,persona_2809,37,F,Zipa,2,5,0,6013
2810,persona_2810,24,F,Tenjo,3,4,0,4124
2811,persona_2811,51,F,Cajica,2,3,0,4847
2812,persona_2812,20,F,Tenjo,2,5,0,2749
2813,persona_2813,21,M,Chía,3,0,0,6388
2814,persona_2814,30,M,Chía,1,5,0,3631
2815,persona_2815,41,M,Bogotá,0,0,0,2285
2816,persona_2816,61,F,Bogotá,1,1,1,3013
2817,persona_2817,47,M,Zipa,3,2,2,5575
2818,persona_2818,62,F,Chía,0,5,2,6490
2819,persona_2819,66,M,Bogotá,2,0,1,4336
2820,persona_2820,34,F,Chía,2,5,1,5993
2821,persona_2821,28,M,Cajica,0,1,1,3649
2822,persona_2822,38,F,Cajica,0,0,2,4516
2823,persona_2823,24,M,Chía,2,3,1,1541
2824,persona_2824,41,M,Cajica,2,2,1,1142
2825,persona_2825,46,F,Zipa,2,0,0,1966
2826,persona_2826,31,M,Tenjo,2,1,1,3994
2827,persona_2827,54,F,Cajica,3,1,2,6809
2828,persona_2828,59,F,Zipa,3,2,1,1635
2829,persona_2829,62,F,Tenjo,2,5,1,2805
2830,persona_2830,47,M,Bogotá,0,2,1,1965
2831,persona_2831,44,F,Tenjo,3,1,2,3192
2832,persona_2832,30,F,Bogotá,2,3,0,2009
2833,persona_2833,27,M,Chía,3,5,1,4118
2834,persona_2834,44,M,Chía,0,4,1,3948
2835,persona_2835,42,F,Chía,0,5,0,1210
2836,persona_2836,69,F,Zipa,0,4,0,5449
2837,persona_2837,62,F,Zipa,0,3,0,4720
2838,persona_2838,43,M,Chía,3,4,1,5290
2839,persona_2839,64,M,Cajica,1,5,2,4130
2840,persona_2840,29,M,Bogotá,1,1,1,6216
2841,persona_2841,24,F,Zipa,3,1,0,5417
2842,persona_2842,38,F,Cajica,3,1,0,933
2843,persona_2843,51,F,Tenjo,1,1,1,5895
2844,persona_2844,21,M,Zipa,3,2,2,3335
2845,persona_2845,54,M,Tenjo,2,1,0,5705
2846,persona_2846,67,F,Zipa,3,3,0,1846
2847,persona_2847,58,F,Zipa,1,0,0,3038
2848,persona_2848,35,M,Zipa,1,5,2,5910
2849,persona_2849,54,F,Bogotá,2,0,2,975
2850,persona_2850,60,F,Zipa,3,2,0,5747
2851,persona_2851,23,F,Cajica,1,1,1,6731
2852,persona_2852,59,F,Chía,0,3,0,1111
2853,persona_2853,47,F,Cajica,1,3,2,955
2854,persona_2854,28,M,Chía,0,1,0,4281
2855,persona_2855,59,M,Tenjo,2,3,0,2353
2856,persona_2856,44,F,Cajica,1,4,2,1749
2857,persona_2857,40,F,Cajica,2,3,2,1137
2858,persona_2858,67,F,Zipa,3,3,0,4442
2859,persona_2859,53,M,Zipa,0,5,2,5149
2860,persona_2860,30,M,Cajica,2,1,2,1744
2861,persona_2861,39,M,Cajica,0,3,1,6370
2862,persona_2862,58,M,Zipa,3,4,0,5040
2863,persona_2863,62,F,Cajica,2,2,0,1299
2864,persona_2864,69,F,Tenjo,2,1,0,3962
2865,persona_2865,60,F,Cajica,0,0,0,3669
2866,persona_2866,35,F,Zipa,1,4,0,2092
2867,persona_2867,39,F,Cajica,3,2,0,2864
2868,persona_2868,48,F,Zipa,3,4,1,6955
2869,persona_2869,32,F,Tenjo,1,4,0,1548
2870,persona_2870,40,M,Chía,1,5,0,1068
2871,persona_2871,59,M,Tenjo,1,1,2,5883
2872,persona_2872,29,M,Zipa,3,4,2,1084
2873,persona_2873,34,M,Zipa,2,0,0,2785
2874,persona_2874,33,F,Tenjo,0,3,0,3273
2875,persona_2875,46,M,Chía,2,1,2,4693
2876,persona_2876,35,M,Zipa,0,1,2,1535
2877,persona_2877,24,F,Cajica,0,4,1,5968
2878,persona_2878,57,F,Chía,1,2,1,2123
2879,persona_2879,40,F,Chía,0,5,2,2267
2880,persona_2880,58,F,Bogotá,1,5,0,6431
2881,persona_2881,32,M,Bogotá,0,3,0,5166
2882,persona_2882,39,M,Chía,3,5,1,3928
2883,persona_2883,24,F,Tenjo,2,5,1,1264
2884,persona_2884,41,F,Zipa,0,1,1,1255
2885,persona_2885,53,M,Bogotá,3,4,0,6345
2886,persona_2886,43,M,Cajica,1,4,0,5039
2887,persona_2887,31,F,Zipa,1,0,1,4795
2888,persona_2888,47,M,Cajica,3,2,2,2550
2889,persona_2889,27,F,Bogotá,3,5,1,3732
2890,persona_2890,40,F,Zipa,2,5,2,3796
2891,persona_2891,68,F,Tenjo,3,1,0,3497
2892,persona_2892,67,F,Tenjo,3,3,1,6610
2893,persona_2893,25,F,Cajica,0,4,2,4485
2894,persona_2894,38,F,Zipa,0,1,1,5740
2895,persona_2895,33,F,Cajica,0,2,0,2015
2896,persona_2896,23,F,Chía,0,2,0,1376
2897,persona_2897,39,F,Bogotá,3,2,0,4451
2898,persona_2898,26,F,Bogotá,1,1,0,3998
2899,persona_2899,20,M,Bogotá,0,5,1,5571
2900,persona_2900,64,F,Bogotá,2,5,1,3209
2901,persona_2901,34,F,Zipa,3,3,2,2705
2902,persona_2902,39,F,Chía,0,2,1,3823
2903,persona_2903,23,M,Cajica,3,2,2,1465
2904,persona_2904,63,F,Tenjo,1,3,0,1465
2905,persona_2905,69,F,Tenjo,2,3,0,6381
2906,persona_2906,39,F,Bogotá,0,5,1,4535
2907,persona_2907,68,M,Cajica,2,2,0,6343
2908,persona_2908,65,M,Tenjo,0,2,0,3453
2909,persona_2909,31,M,Zipa,1,4,1,4487
2910,persona_2910,45,F,Chía,1,2,2,4420
2911,persona_2911,51,M,Bogotá,0,2,1,5942
2912,persona_2912,68,F,Tenjo,3,2,0,1684
2913,persona_2913,53,M,Cajica,3,5,0,3545
2914,persona_2914,64,F,Cajica,1,3,0,4231
2915,persona_2915,57,M,Chía,0,2,1,3101
2916,persona_2916,33,F,Tenjo,3,1,2,6858
2917,persona_2917,53,M,Chía,3,2,2,5532
2918,persona_2918,42,M,Chía,1,4,2,3424
2919,persona_2919,63,F,Zipa,2,0,2,6676
2920,persona_2920,24,M,Zipa,3,2,0,6087
2921,persona_2921,67,M,Tenjo,1,1,0,6704
2922,persona_2922,55,M,Chía,0,5,0,1017
2923,persona_2923,54,M,Cajica,1,2,2,2790
2924,persona_2924,25,F,Bogotá,3,2,0,5203
2925,persona_2925,39,F,Tenjo,0,3,2,4312
2926,persona_2926,26,F,Bogotá,1,4,0,3484
2927,persona_2927,35,M,Cajica,0,3,0,3481
2928,persona_2928,57,F,Tenjo,3,1,2,5198
2929,persona_2929,63,M,Tenjo,0,2,0,5743
2930,persona_2930,46,M,Zipa,0,1,2,2496
2931,persona_2931,60,F,Tenjo,2,5,1,6859
2932,persona_2932,36,M,Bogotá,2,4,2,2182
2933,persona_2933,29,F,Tenjo,0,5,2,4307
2934,persona_2934,32,F,Cajica,2,1,2,5984
2935,persona_2935,42,F,Tenjo,1,2,0,1438
2936,persona_2936,22,M,Cajica,3,4,1,6717
2937,persona_2937,70,M,Zipa,1,4,2,1940
2938,persona_2938,35,M,Chía,3,3,2,1266
2939,persona_2939,35,F,Chía,3,0,1,1412
2940,persona_2940,45,F,Tenjo,2,3,0,6593
2941,persona_2941,49,M,Zipa,0,0,2,4052
2942,persona_2942,49,F,Tenjo,3,5,2,3433
2943,persona_2943,50,M,Cajica,1,1,0,1634
2944,persona_2944,54,F,Bogotá,1,4,1,6743
2945,persona_2945,68,M,Chía,0,1,1,4205
2946,persona_2946,62,F,Zipa,2,3,0,5636
2947,persona_2947,28,F,Cajica,1,2,2,5615
2948,persona_2948,59,M,Chía,3,0,2,1984
2949,persona_2949,67,F,Cajica,0,5,2,2281
2950,persona_2950,60,M,Cajica,2,4,0,1429
2951,persona_2951,43,M,Tenjo,2,5,2,5090
2952,persona_2952,44,F,Cajica,2,2,1,3027
2953,persona_2953,61,M,Tenjo,3,0,2,3731
2954,persona_2954,38,F,Cajica,2,0,2,5996
2955,persona_2955,36,F,Tenjo,1,5,1,6192
2956,persona_2956,46,M,Zipa,2,3,2,4792
2957,persona_2957,37,F,Bogotá,2,5,2,4769
2958,persona_2958,35,M,Chía,1,5,0,6740
2959,persona_2959,28,M,Tenjo,2,2,1,3814
2960,persona_2960,48,M,Cajica,0,3,1,3425
2961,persona_2961,48,M,Zipa,1,3,2,5300
2962,persona_2962,47,F,Chía,1,3,1,5274
2963,persona_2963,55,M,Cajica,2,3,0,4456
2964,persona_2964,69,F,Cajica,2,4,0,1528
2965,persona_2965,26,F,Cajica,1,4,0,5429
2966,persona_2966,62,M,Cajica,2,4,2,1903
2967,persona_2967,55,M,Tenjo,0,3,0,2022
2968,persona_2968,31,F,Chía,2,2,0,1359
2969,persona_2969,43,M,Chía,1,3,2,6561
2970,persona_2970,40,F,Cajica,1,5,2,2254
2971,persona_2971,48,F,Zipa,1,0,0,6118
2972,persona_2972,30,M,Cajica,3,1,0,2549
2973,persona_2973,41,F,Bogotá,3,5,2,5688
2974,persona_2974,47,M,Bogotá,0,2,2,2637
2975,persona_2975,45,M,Chía,1,1,0,3286
2976,persona_2976,34,M,Tenjo,2,3,2,4930
2977,persona_2977,32,F,Bogotá,3,5,0,5760
2978,persona_2978,60,M,Tenjo,0,4,2,5262
2979,persona_2979,66,F,Cajica,1,4,2,5814
2980,persona_2980,46,M,Bogotá,2,0,2,6116
2981,persona_2981,48,M,Tenjo,2,2,2,6694
2982,persona_2982,21,M,Zipa,1,2,1,2249
2983,persona_2983,25,M,Chía,1,0,0,6190
2984,persona_2984,42,M,Tenjo,0,2,1,4326
2985,persona_2985,58,F,Cajica,1,4,2,6090
2986,persona_2986,33,F,Bogotá,3,3,2,4857
2987,persona_2987,57,F,Bogotá,0,3,0,4247
2988,persona_2988,27,F,Cajica,3,4,1,5170
2989,persona_2989,43,F,Tenjo,3,1,2,2939
2990,persona_2990,39,M,Zipa,3,3,1,6249
2991,persona_2991,32,F,Tenjo,0,0,2,3508
2992,persona_2992,68,F,Chía,3,0,2,6668
2993,persona_2993,26,F,Bogotá,1,0,1,2209
2994,persona_2994,61,M,Bogotá,3,5,2,4216
2995,persona_2995,22,F,Cajica,1,1,2,1250
2996,persona_2996,58,M,Bogotá,0,3,0,3037
2997,persona_2997,53,F,Bogotá,1,3,1,6338
2998,persona_2998,48,F,Tenjo,0,0,2,2111
2999,persona_2999,38,M,Chía,1,2,2,3909
3000,persona_3000,26,F,Chía,1,4,2,5493
3001,persona_3001,38,F,Cajica,0,5,2,3494
3002,persona_3002,65,M,Bogotá,0,0,1,6122
3003,persona_3003,31,F,Zipa,1,5,0,1128
3004,persona_3004,24,M,Bogotá,0,3,1,6965
3005,persona_3005,39,M,Zipa,3,3,1,5357
3006,persona_3006,55,F,Tenjo,2,1,1,4554
3007,persona_3007,69,M,Zipa,0,2,2,6992
3008,persona_3008,56,F,Chía,2,2,0,5628
3009,persona_3009,41,F,Tenjo,3,0,1,969
3010,persona_3010,61,F,Cajica,1,5,2,6552
3011,persona_3011,66,F,Bogotá,0,2,1,3741
3012,persona_3012,66,F,Bogotá,2,1,2,4468
3013,persona_3013,57,M,Zipa,2,3,0,3409
3014,persona_3014,61,F,Zipa,0,3,0,4909
3015,persona_3015,53,M,Cajica,0,3,1,1257
3016,persona_3016,31,M,Tenjo,3,4,1,5151
3017,persona_3017,35,F,Chía,2,4,2,3519
3018,persona_3018,39,F,Cajica,2,3,1,4843
3019,persona_3019,29,F,Cajica,0,5,1,1235
3020,persona_3020,29,F,Cajica,1,2,1,3003
3021,persona_3021,29,M,Cajica,1,1,1,5351
3022,persona_3022,45,M,Tenjo,0,1,1,4204
3023,persona_3023,29,M,Zipa,3,2,2,2656
3024,persona_3024,39,F,Bogotá,0,0,0,4705
3025,persona_3025,43,M,Bogotá,0,0,1,3117
3026,persona_3026,60,F,Zipa,0,5,2,6388
3027,persona_3027,60,F,Zipa,0,2,0,6106
3028,persona_3028,28,M,Zipa,2,0,0,3151
3029,persona_3029,56,M,Zipa,3,4,0,5780
3030,persona_3030,65,F,Bogotá,2,3,2,4452
3031,persona_3031,32,M,Tenjo,3,1,2,6908
3032,persona_3032,21,F,Cajica,2,3,0,4503
3033,persona_3033,64,F,Bogotá,0,0,0,1940
3034,persona_3034,21,F,Bogotá,3,1,1,2208
3035,persona_3035,70,M,Zipa,1,3,0,5326
3036,persona_3036,30,M,Zipa,3,1,1,3868
3037,persona_3037,59,M,Tenjo,3,3,1,3515
3038,persona_3038,69,F,Zipa,0,0,1,6639
3039,persona_3039,58,F,Cajica,1,2,1,2103
3040,persona_3040,43,F,Tenjo,3,1,2,4553
3041,persona_3041,41,F,Zipa,3,3,2,6744
3042,persona_3042,49,F,Cajica,0,1,0,1846
